subscriptionName,resourceGroup,resourceType,resourceName,recommendationDisplayName,severity,state,controls
Dataplatform-D,rg-dp-api-proxy-d-we-001,storageaccounts,stdpapiproxydwe001nc2327,Storage accounts should prevent shared key access,Medium,Healthy,Manage access and permissions
Dataplatform-D,rg-dp-api-proxy-d-we-001,storageaccounts,stdpapiproxydwe001nc2327,Secure transfer to storage accounts should be enabled,High,Healthy,Encrypt data in transit
Dataplatform-D,rg-dp-api-proxy-d-we-001,securityentitydata,api-proxy2,Container images in Azure registry should have vulnerability findings resolved,High,NotApplicable,Remediate vulnerabilities
Dataplatform-D,rg-dp-api-proxy-d-we-001,securityentitydata,api-proxy2,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Dataplatform-D,rg-dp-api-proxy-d-we-001,securityentitydata,api-proxy2,Container images in Azure registry should have vulnerability findings resolved,High,NotApplicable,Remediate vulnerabilities
Dataplatform-D,rg-dp-api-proxy-d-we-001,securityentitydata,api-proxy2,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Dataplatform-D,rg-dp-api-proxy-d-we-001,securityentitydata,api-proxy,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Dataplatform-D,rg-dp-api-proxy-d-we-001,registries,acrdpapiproxydwe001,Azure registry container images should have vulnerabilities resolved,High,Unhealthy,Remediate vulnerabilities
Dataplatform-D,rg-dp-api-proxy-d-we-001,registries,acrdpapiproxydwe001,Container registries should not allow unrestricted network access,Medium,Healthy,Restrict unauthorized network access
Dataplatform-D,rg-dp-api-proxy-d-we-001,registries,acrdpapiproxydwe001,Container registries should use private link,Medium,Healthy,Restrict unauthorized network access
Dataplatform-D,rg-dataplatform-d-we-001,subnets,snet-dataplatform-sql-d-we-001,Subnets should be associated with a network security group,Low,NotApplicable,Implement security best practices
Dataplatform-D,rg-dataplatform-d-we-001,subnets,snet-dataplatform-d-we-001,Subnets should be associated with a network security group,Low,NotApplicable,Implement security best practices
Dataplatform-D,rg-dataplatform-d-we-001,subnets,snet-dataplatform-apps-d-we-001,Subnets should be associated with a network security group,Low,NotApplicable,Implement security best practices
Dataplatform-D,rg-dataplatform-d-we-001,virtualnetworks,vnet-dataplatform-d-we-001,Virtual networks should be protected by Azure Firewall,Low,Unhealthy,Restrict unauthorized network access
Dataplatform-D,rg-dataplatform-d-we-001,virtualnetworks,vnet-dataplatform-d-we-001,Network Watcher should be enabled,Low,Healthy,Implement security best practices
Dataplatform-D,rg-dataplatform-d-we-001,virtualnetworks,vnet-dataplatform-d-we-001,Azure DDoS Protection Standard should be enabled,Medium,NotApplicable,Protect applications against DDoS attacks
Dataplatform-D,rg-dataplatform-d-we-001,vaults,kv-dpf-d-we-001,Azure Key Vaults should use private link,Medium,Unhealthy,Restrict unauthorized network access
Dataplatform-D,rg-dataplatform-d-we-001,vaults,kv-dpf-d-we-001,Diagnostic logs in Key Vault should be enabled,Low,Unhealthy,Enable auditing and logging
Dataplatform-D,rg-dataplatform-d-we-001,vaults,kv-dpf-d-we-001,Key vaults should have soft delete enabled,High,Healthy,Implement security best practices
Dataplatform-D,rg-dataplatform-d-we-001,vaults,kv-dpf-d-we-001,Role-Based Access Control should be used on Azure Keyvault Services (AKV),High,Healthy,Manage access and permissions
Dataplatform-D,rg-dataplatform-d-we-001,vaults,kv-dpf-d-we-001,Firewall should be enabled on Key Vault,Medium,Healthy,Restrict unauthorized network access
Dataplatform-D,rg-dataplatform-d-we-001,vaults,kv-dpf-d-we-001,Key vaults should have deletion protection enabled,Medium,Healthy,Implement security best practices
Dataplatform-D,rg-dataplatform-d-we-001,vaults,kv-dataplatform-d-we-001,Azure Key Vaults should use private link,Medium,Healthy,Restrict unauthorized network access
Dataplatform-D,rg-dataplatform-d-we-001,vaults,kv-dataplatform-d-we-001,Diagnostic logs in Key Vault should be enabled,Low,Unhealthy,Enable auditing and logging
Dataplatform-D,rg-dataplatform-d-we-001,vaults,kv-dataplatform-d-we-001,Key vaults should have soft delete enabled,High,Healthy,Implement security best practices
Dataplatform-D,rg-dataplatform-d-we-001,vaults,kv-dataplatform-d-we-001,Role-Based Access Control should be used on Azure Keyvault Services (AKV),High,Healthy,Manage access and permissions
Dataplatform-D,rg-dataplatform-d-we-001,vaults,kv-dataplatform-d-we-001,Firewall should be enabled on Key Vault,Medium,Healthy,Restrict unauthorized network access
Dataplatform-D,rg-dataplatform-d-we-001,vaults,kv-dataplatform-d-we-001,Key vaults should have deletion protection enabled,Medium,Healthy,Implement security best practices
Dataplatform-D,,,0c2a5e00-8d4b-45e0-b1d0-21b5f78758bd,Guest accounts with read permissions on Azure resources should be removed,High,Healthy,Implement security best practices
Dataplatform-D,,,0c2a5e00-8d4b-45e0-b1d0-21b5f78758bd,Microsoft Defender for Resource Manager should be enabled,High,Healthy,Enable enhanced security features
Dataplatform-D,,,0c2a5e00-8d4b-45e0-b1d0-21b5f78758bd,Microsoft Defender for Containers should be enabled,High,Unhealthy,Enable enhanced security features
Dataplatform-D,,,0c2a5e00-8d4b-45e0-b1d0-21b5f78758bd,Microsoft Defender CSPM should be enabled,High,Unhealthy,Enable enhanced security features
Dataplatform-D,,,0c2a5e00-8d4b-45e0-b1d0-21b5f78758bd,Microsoft Defender for open-source relational databases should be enabled,High,NotApplicable,Enable enhanced security features
Dataplatform-D,,,0c2a5e00-8d4b-45e0-b1d0-21b5f78758bd,Microsoft Defender for Key Vault should be enabled,High,Healthy,Enable enhanced security features
Dataplatform-D,,,0c2a5e00-8d4b-45e0-b1d0-21b5f78758bd,Email notification to subscription owner for high severity alerts should be enabled,Medium,Unhealthy,Implement security best practices
Dataplatform-D,,,0c2a5e00-8d4b-45e0-b1d0-21b5f78758bd,Microsoft Defender for APIs should be enabled,High,NotApplicable,Enable enhanced security features
Dataplatform-D,,,0c2a5e00-8d4b-45e0-b1d0-21b5f78758bd,Subscriptions should have a contact email address for security issues,Low,Unhealthy,Implement security best practices
Dataplatform-D,,,0c2a5e00-8d4b-45e0-b1d0-21b5f78758bd,A maximum of 3 owners should be designated for subscriptions,High,Unhealthy,Implement security best practices
Dataplatform-D,,,0c2a5e00-8d4b-45e0-b1d0-21b5f78758bd,Microsoft Defender for SQL servers on machines should be enabled,High,NotApplicable,Enable enhanced security features
Dataplatform-D,,,0c2a5e00-8d4b-45e0-b1d0-21b5f78758bd,Microsoft Defender for Azure SQL Database servers should be enabled,High,Healthy,Enable enhanced security features
Dataplatform-D,,,0c2a5e00-8d4b-45e0-b1d0-21b5f78758bd,Microsoft Defender for servers should be enabled,High,NotApplicable,Enable enhanced security features
Dataplatform-D,,,0c2a5e00-8d4b-45e0-b1d0-21b5f78758bd,Email notification for high severity alerts should be enabled,Low,Unhealthy,Implement security best practices
Dataplatform-D,,,0c2a5e00-8d4b-45e0-b1d0-21b5f78758bd,There should be more than one owner assigned to subscriptions,High,Healthy,Implement security best practices
Dataplatform-D,,,0c2a5e00-8d4b-45e0-b1d0-21b5f78758bd,Microsoft Defender for Storage plan should be enabled with Malware Scanning and Sensitive Data Threat Detection,High,Healthy,Enable enhanced security features
Dataplatform-D,,,0c2a5e00-8d4b-45e0-b1d0-21b5f78758bd,Guest accounts with owner permissions on Azure resources should be removed,High,Healthy,Manage access and permissions
Dataplatform-D,,,0c2a5e00-8d4b-45e0-b1d0-21b5f78758bd,Disabled accounts with read and write permissions on Azure resources should be removed,High,Healthy,Manage access and permissions
Dataplatform-D,,,0c2a5e00-8d4b-45e0-b1d0-21b5f78758bd,Microsoft Defender for App Service should be enabled,High,Healthy,Enable enhanced security features
Dataplatform-D,,,0c2a5e00-8d4b-45e0-b1d0-21b5f78758bd,Disabled accounts with owner permissions on Azure resources should be removed,High,Healthy,Manage access and permissions
Dataplatform-D,,,0c2a5e00-8d4b-45e0-b1d0-21b5f78758bd,Guest accounts with write permissions on Azure resources should be removed,High,Healthy,Manage access and permissions
Claims-T,rg-ternate-t-we-001,vaults,kv-ternate-t-we-001,Azure Key Vaults should use private link,Medium,Healthy,Restrict unauthorized network access
Claims-T,rg-ternate-t-we-001,vaults,kv-ternate-t-we-001,Diagnostic logs in Key Vault should be enabled,Low,Unhealthy,Enable auditing and logging
Claims-T,rg-ternate-t-we-001,vaults,kv-ternate-t-we-001,Key vaults should have soft delete enabled,High,Healthy,Implement security best practices
Claims-T,rg-ternate-t-we-001,vaults,kv-ternate-t-we-001,Role-Based Access Control should be used on Azure Keyvault Services (AKV),High,Healthy,Manage access and permissions
Claims-T,rg-ternate-t-we-001,vaults,kv-ternate-t-we-001,Firewall should be enabled on Key Vault,Medium,Healthy,Restrict unauthorized network access
Claims-T,rg-ternate-t-we-001,vaults,kv-ternate-t-we-001,Key vaults should have deletion protection enabled,Medium,Healthy,Implement security best practices
Claims-T,rg-pdbi-t-we-001,sites,func-pdbi-t-we-001,Function App should only be accessible over HTTPS,Medium,Healthy,Encrypt data in transit
Claims-T,rg-pdbi-t-we-001,sites,func-pdbi-t-we-001,FTPS should be required in function apps,High,Healthy,Encrypt data in transit
Claims-T,rg-pdbi-t-we-001,sites,func-pdbi-t-we-001,CORS should not allow every resource to access Function Apps,Low,Healthy,Restrict unauthorized network access
Claims-T,rg-pdbi-t-we-001,sites,func-pdbi-t-we-001,Managed identity should be enabled on function apps,Medium,Healthy,Manage access and permissions
Claims-T,rg-pdbi-t-we-001,sites,func-pdbi-t-we-001,TLS should be updated to the latest version for function apps,High,Healthy,Encrypt data in transit
Claims-T,rg-pdbi-t-we-001,sites,func-pdbi-t-we-001,Remote debugging should be turned off for Function App,Low,Healthy,Implement security best practices
Claims-T,rg-pdbi-t-we-001,storageaccounts,stpdbitwe001vlnhs74wuq2c,Storage account should use a private link connection,Medium,Unhealthy,Restrict unauthorized network access
Claims-T,rg-pdbi-t-we-001,storageaccounts,stpdbitwe001vlnhs74wuq2c,Storage accounts should restrict network access using virtual network rules,Medium,Unhealthy,Restrict unauthorized network access
Claims-T,rg-pdbi-t-we-001,storageaccounts,stpdbitwe001vlnhs74wuq2c,Storage account public access should be disallowed,Medium,Healthy,Manage access and permissions
Claims-T,rg-pdbi-t-we-001,storageaccounts,stpdbitwe001vlnhs74wuq2c,Storage accounts should be migrated to new Azure Resource Manager resources,Low,Healthy,Implement security best practices
Claims-T,rg-pdbi-t-we-001,storageaccounts,stpdbitwe001vlnhs74wuq2c,Storage accounts should prevent shared key access,Medium,Unhealthy,Manage access and permissions
Claims-T,rg-pdbi-t-we-001,storageaccounts,stpdbitwe001vlnhs74wuq2c,Secure transfer to storage accounts should be enabled,High,Healthy,Encrypt data in transit
Claims-T,rg-pdbi-t-we-001,vaults,kv-pdbi-t-we-001,Azure Key Vaults should use private link,Medium,Unhealthy,Restrict unauthorized network access
Claims-T,rg-pdbi-t-we-001,vaults,kv-pdbi-t-we-001,Diagnostic logs in Key Vault should be enabled,Low,Healthy,Enable auditing and logging
Claims-T,rg-pdbi-t-we-001,vaults,kv-pdbi-t-we-001,Key vaults should have soft delete enabled,High,Healthy,Implement security best practices
Claims-T,rg-pdbi-t-we-001,vaults,kv-pdbi-t-we-001,Role-Based Access Control should be used on Azure Keyvault Services (AKV),High,Healthy,Manage access and permissions
Claims-T,rg-pdbi-t-we-001,vaults,kv-pdbi-t-we-001,Firewall should be enabled on Key Vault,Medium,Healthy,Restrict unauthorized network access
Claims-T,rg-pdbi-t-we-001,vaults,kv-pdbi-t-we-001,Key vaults should have deletion protection enabled,Medium,Healthy,Implement security best practices
Claims-T,rg-jwpi-t-we-001,sites,func-jwpi-t-we-001,Function App should only be accessible over HTTPS,Medium,Healthy,Encrypt data in transit
Claims-T,rg-jwpi-t-we-001,sites,func-jwpi-t-we-001,FTPS should be required in function apps,High,Healthy,Encrypt data in transit
Claims-T,rg-jwpi-t-we-001,sites,func-jwpi-t-we-001,CORS should not allow every resource to access Function Apps,Low,Healthy,Restrict unauthorized network access
Claims-T,rg-jwpi-t-we-001,sites,func-jwpi-t-we-001,Managed identity should be enabled on function apps,Medium,Healthy,Manage access and permissions
Claims-T,rg-jwpi-t-we-001,sites,func-jwpi-t-we-001,TLS should be updated to the latest version for function apps,High,Healthy,Encrypt data in transit
Claims-T,rg-jwpi-t-we-001,sites,func-jwpi-t-we-001,Remote debugging should be turned off for Function App,Low,Healthy,Implement security best practices
Claims-T,rg-jwpi-t-we-001,storageaccounts,stjwpitwe001tsp43x2hr4tk,Storage account should use a private link connection,Medium,Unhealthy,Restrict unauthorized network access
Claims-T,rg-jwpi-t-we-001,storageaccounts,stjwpitwe001tsp43x2hr4tk,Storage accounts should restrict network access using virtual network rules,Medium,Unhealthy,Restrict unauthorized network access
Claims-T,rg-jwpi-t-we-001,storageaccounts,stjwpitwe001tsp43x2hr4tk,Storage account public access should be disallowed,Medium,Healthy,Manage access and permissions
Claims-T,rg-jwpi-t-we-001,storageaccounts,stjwpitwe001tsp43x2hr4tk,Storage accounts should be migrated to new Azure Resource Manager resources,Low,Healthy,Implement security best practices
Claims-T,rg-jwpi-t-we-001,storageaccounts,stjwpitwe001tsp43x2hr4tk,Storage accounts should prevent shared key access,Medium,Unhealthy,Manage access and permissions
Claims-T,rg-jwpi-t-we-001,storageaccounts,stjwpitwe001tsp43x2hr4tk,Secure transfer to storage accounts should be enabled,High,Healthy,Encrypt data in transit
Claims-T,rg-jwpi-t-we-001,vaults,kv-jwpi-t-we-001,Azure Key Vaults should use private link,Medium,Unhealthy,Restrict unauthorized network access
Claims-T,rg-jwpi-t-we-001,vaults,kv-jwpi-t-we-001,Diagnostic logs in Key Vault should be enabled,Low,Healthy,Enable auditing and logging
Claims-T,rg-jwpi-t-we-001,vaults,kv-jwpi-t-we-001,Key vaults should have soft delete enabled,High,Healthy,Implement security best practices
Claims-T,rg-jwpi-t-we-001,vaults,kv-jwpi-t-we-001,Role-Based Access Control should be used on Azure Keyvault Services (AKV),High,Healthy,Manage access and permissions
Claims-T,rg-jwpi-t-we-001,vaults,kv-jwpi-t-we-001,Firewall should be enabled on Key Vault,Medium,Healthy,Restrict unauthorized network access
Claims-T,rg-jwpi-t-we-001,vaults,kv-jwpi-t-we-001,Key vaults should have deletion protection enabled,Medium,Healthy,Implement security best practices
Claims-T,rg-jwp-t-we-001,vaults,kv-jwp-t-we-001,Azure Key Vaults should use private link,Medium,Healthy,Restrict unauthorized network access
Claims-T,rg-jwp-t-we-001,vaults,kv-jwp-t-we-001,Diagnostic logs in Key Vault should be enabled,Low,Healthy,Enable auditing and logging
Claims-T,rg-jwp-t-we-001,vaults,kv-jwp-t-we-001,Key vaults should have soft delete enabled,High,Healthy,Implement security best practices
Claims-T,rg-jwp-t-we-001,vaults,kv-jwp-t-we-001,Role-Based Access Control should be used on Azure Keyvault Services (AKV),High,Healthy,Manage access and permissions
Claims-T,rg-jwp-t-we-001,vaults,kv-jwp-t-we-001,Firewall should be enabled on Key Vault,Medium,Healthy,Restrict unauthorized network access
Claims-T,rg-jwp-t-we-001,vaults,kv-jwp-t-we-001,Key vaults should have deletion protection enabled,Medium,Healthy,Implement security best practices
Claims-T,rg-didas-sql-t-we-001,servers,sql-didas-t-we-001,SQL servers should have an Azure Active Directory administrator provisioned,High,Healthy,Implement security best practices
Claims-T,rg-didas-sql-t-we-001,servers,sql-didas-t-we-001,Azure SQL Database should have Azure Active Directory Only Authentication enabled,Medium,Unhealthy,Manage access and permissions
Claims-T,rg-didas-sql-t-we-001,servers,sql-didas-t-we-001,Auditing on SQL server should be enabled,Low,Unhealthy,Enable auditing and logging
Claims-T,rg-didas-sql-t-we-001,servers,sql-didas-t-we-001,Azure SQL Database should be running TLS version 1.2 or newer,Medium,Healthy,Encrypt data in transit
Claims-T,rg-didas-sql-t-we-001,servers,sql-didas-t-we-001,SQL databases should have vulnerability findings resolved,High,Unhealthy,Remediate security configurations
Claims-T,rg-didas-sql-t-we-001,servers,sql-didas-t-we-001,Private endpoint connections on Azure SQL Database should be enabled,Medium,Healthy,Implement security best practices
Claims-T,rg-didas-sql-t-we-001,servers,sql-didas-t-we-001,Audit retention for SQL servers should be set to at least 90 days,Low,Healthy,Implement security best practices
Claims-T,rg-didas-sql-t-we-001,servers,sql-didas-t-we-001,Microsoft Defender for SQL should be enabled for unprotected Azure SQL servers,High,Healthy,Implement security best practices
Claims-T,rg-didas-sql-t-we-001,servers,sql-didas-t-we-001,Public network access on Azure SQL Database should be disabled,Medium,Unhealthy,Implement security best practices
Claims-T,rg-didas-sql-t-we-001,servers,sql-didas-t-we-001,SQL servers should have vulnerability assessment configured,High,Healthy,Remediate security configurations
Claims-T,rg-didas-sql-t-we-001,databases,sqldb-didas-t-we-001,Transparent Data Encryption on SQL databases should be enabled,Low,Healthy,Enable encryption at rest
Claims-T,rg-claims-t-we-001,subnets,snet-claims-t-we-001,Subnets should be associated with a network security group,Low,NotApplicable,Implement security best practices
Claims-T,rg-claims-t-we-001,subnets,snet-claims-sql-t-we-001,Subnets should be associated with a network security group,Low,NotApplicable,Implement security best practices
Claims-T,rg-claims-t-we-001,subnets,snet-claims-apps-t-we-001,Subnets should be associated with a network security group,Low,NotApplicable,Implement security best practices
Claims-T,rg-claims-t-we-001,virtualnetworks,vnet-claims-t-we-001,Virtual networks should be protected by Azure Firewall,Low,Unhealthy,Restrict unauthorized network access
Claims-T,rg-claims-t-we-001,virtualnetworks,vnet-claims-t-we-001,Network Watcher should be enabled,Low,Healthy,Implement security best practices
Claims-T,rg-claims-t-we-001,virtualnetworks,vnet-claims-t-we-001,Azure DDoS Protection Standard should be enabled,Medium,NotApplicable,Protect applications against DDoS attacks
Claims-T,rg-claims-t-we-001,vaults,kv-claims-t-we-001,Azure Key Vaults should use private link,Medium,Healthy,Restrict unauthorized network access
Claims-T,rg-claims-t-we-001,vaults,kv-claims-t-we-001,Diagnostic logs in Key Vault should be enabled,Low,Unhealthy,Enable auditing and logging
Claims-T,rg-claims-t-we-001,vaults,kv-claims-t-we-001,Key vaults should have soft delete enabled,High,Healthy,Implement security best practices
Claims-T,rg-claims-t-we-001,vaults,kv-claims-t-we-001,Role-Based Access Control should be used on Azure Keyvault Services (AKV),High,Healthy,Manage access and permissions
Claims-T,rg-claims-t-we-001,vaults,kv-claims-t-we-001,Firewall should be enabled on Key Vault,Medium,Healthy,Restrict unauthorized network access
Claims-T,rg-claims-t-we-001,vaults,kv-claims-t-we-001,Key vaults should have deletion protection enabled,Medium,Healthy,Implement security best practices
Claims-T,,,08c05b93-116e-4fa7-b80f-4c7ed7eb1ccb,Guest accounts with read permissions on Azure resources should be removed,High,Healthy,Implement security best practices
Claims-T,,,08c05b93-116e-4fa7-b80f-4c7ed7eb1ccb,Microsoft Defender for Resource Manager should be enabled,High,Healthy,Enable enhanced security features
Claims-T,,,08c05b93-116e-4fa7-b80f-4c7ed7eb1ccb,Microsoft Defender for Containers should be enabled,High,NotApplicable,Enable enhanced security features
Claims-T,,,08c05b93-116e-4fa7-b80f-4c7ed7eb1ccb,Microsoft Defender CSPM should be enabled,High,Unhealthy,Enable enhanced security features
Claims-T,,,08c05b93-116e-4fa7-b80f-4c7ed7eb1ccb,Microsoft Defender for open-source relational databases should be enabled,High,NotApplicable,Enable enhanced security features
Claims-T,,,08c05b93-116e-4fa7-b80f-4c7ed7eb1ccb,Microsoft Defender for Key Vault should be enabled,High,Healthy,Enable enhanced security features
Claims-T,,,08c05b93-116e-4fa7-b80f-4c7ed7eb1ccb,Email notification to subscription owner for high severity alerts should be enabled,Medium,Unhealthy,Implement security best practices
Claims-T,,,08c05b93-116e-4fa7-b80f-4c7ed7eb1ccb,Microsoft Defender for APIs should be enabled,High,NotApplicable,Enable enhanced security features
Claims-T,,,08c05b93-116e-4fa7-b80f-4c7ed7eb1ccb,Subscriptions should have a contact email address for security issues,Low,Unhealthy,Implement security best practices
Claims-T,,,08c05b93-116e-4fa7-b80f-4c7ed7eb1ccb,A maximum of 3 owners should be designated for subscriptions,High,Unhealthy,Implement security best practices
Claims-T,,,08c05b93-116e-4fa7-b80f-4c7ed7eb1ccb,Microsoft Defender for SQL servers on machines should be enabled,High,NotApplicable,Enable enhanced security features
Claims-T,,,08c05b93-116e-4fa7-b80f-4c7ed7eb1ccb,Microsoft Defender for Azure SQL Database servers should be enabled,High,Healthy,Enable enhanced security features
Claims-T,,,08c05b93-116e-4fa7-b80f-4c7ed7eb1ccb,Microsoft Defender for servers should be enabled,High,NotApplicable,Enable enhanced security features
Claims-T,,,08c05b93-116e-4fa7-b80f-4c7ed7eb1ccb,Email notification for high severity alerts should be enabled,Low,Unhealthy,Implement security best practices
Claims-T,,,08c05b93-116e-4fa7-b80f-4c7ed7eb1ccb,There should be more than one owner assigned to subscriptions,High,Healthy,Implement security best practices
Claims-T,,,08c05b93-116e-4fa7-b80f-4c7ed7eb1ccb,Microsoft Defender for Storage plan should be enabled with Malware Scanning and Sensitive Data Threat Detection,High,Healthy,Enable enhanced security features
Claims-T,,,08c05b93-116e-4fa7-b80f-4c7ed7eb1ccb,Guest accounts with owner permissions on Azure resources should be removed,High,Healthy,Manage access and permissions
Claims-T,,,08c05b93-116e-4fa7-b80f-4c7ed7eb1ccb,Disabled accounts with read and write permissions on Azure resources should be removed,High,Healthy,Manage access and permissions
Claims-T,,,08c05b93-116e-4fa7-b80f-4c7ed7eb1ccb,Microsoft Defender for App Service should be enabled,High,Healthy,Enable enhanced security features
Claims-T,,,08c05b93-116e-4fa7-b80f-4c7ed7eb1ccb,Disabled accounts with owner permissions on Azure resources should be removed,High,Healthy,Manage access and permissions
Claims-T,,,08c05b93-116e-4fa7-b80f-4c7ed7eb1ccb,Guest accounts with write permissions on Azure resources should be removed,High,Healthy,Manage access and permissions
AI-T,rg-sduint-t-we-001,sites,func-sduint-t-we-001,Function App should only be accessible over HTTPS,Medium,Healthy,Encrypt data in transit
AI-T,rg-sduint-t-we-001,sites,func-sduint-t-we-001,FTPS should be required in function apps,High,Healthy,Encrypt data in transit
AI-T,rg-sduint-t-we-001,sites,func-sduint-t-we-001,CORS should not allow every resource to access Function Apps,Low,Healthy,Restrict unauthorized network access
AI-T,rg-sduint-t-we-001,sites,func-sduint-t-we-001,Managed identity should be enabled on function apps,Medium,Healthy,Manage access and permissions
AI-T,rg-sduint-t-we-001,sites,func-sduint-t-we-001,TLS should be updated to the latest version for function apps,High,Healthy,Encrypt data in transit
AI-T,rg-sduint-t-we-001,sites,func-sduint-t-we-001,Remote debugging should be turned off for Function App,Low,Healthy,Implement security best practices
AI-T,rg-sduint-t-we-001,storageaccounts,stsduinttwe001qnk7qvta5n,Storage account should use a private link connection,Medium,Unhealthy,Restrict unauthorized network access
AI-T,rg-sduint-t-we-001,storageaccounts,stsduinttwe001qnk7qvta5n,Storage accounts should restrict network access using virtual network rules,Medium,Unhealthy,Restrict unauthorized network access
AI-T,rg-sduint-t-we-001,storageaccounts,stsduinttwe001qnk7qvta5n,Storage account public access should be disallowed,Medium,Healthy,Manage access and permissions
AI-T,rg-sduint-t-we-001,storageaccounts,stsduinttwe001qnk7qvta5n,Storage accounts should be migrated to new Azure Resource Manager resources,Low,Healthy,Implement security best practices
AI-T,rg-sduint-t-we-001,storageaccounts,stsduinttwe001qnk7qvta5n,Storage accounts should prevent shared key access,Medium,Unhealthy,Manage access and permissions
AI-T,rg-sduint-t-we-001,storageaccounts,stsduinttwe001qnk7qvta5n,Secure transfer to storage accounts should be enabled,High,Healthy,Encrypt data in transit
AI-T,rg-promptex-t-swe-001,sites,func-promptex-t-swe-001,Function App should only be accessible over HTTPS,Medium,Healthy,Encrypt data in transit
AI-T,rg-promptex-t-swe-001,sites,func-promptex-t-swe-001,FTPS should be required in function apps,High,Healthy,Encrypt data in transit
AI-T,rg-promptex-t-swe-001,sites,func-promptex-t-swe-001,CORS should not allow every resource to access Function Apps,Low,Healthy,Restrict unauthorized network access
AI-T,rg-promptex-t-swe-001,sites,func-promptex-t-swe-001,Managed identity should be enabled on function apps,Medium,Healthy,Manage access and permissions
AI-T,rg-promptex-t-swe-001,sites,func-promptex-t-swe-001,TLS should be updated to the latest version for function apps,High,Healthy,Encrypt data in transit
AI-T,rg-promptex-t-swe-001,sites,func-promptex-t-swe-001,Remote debugging should be turned off for Function App,Low,Healthy,Implement security best practices
AI-T,rg-promptex-t-swe-001,storageaccounts,stpromptextswe001,Storage account should use a private link connection,Medium,Healthy,Restrict unauthorized network access
AI-T,rg-promptex-t-swe-001,storageaccounts,stpromptextswe001,Storage accounts should restrict network access using virtual network rules,Medium,Unhealthy,Restrict unauthorized network access
AI-T,rg-promptex-t-swe-001,storageaccounts,stpromptextswe001,Storage account public access should be disallowed,Medium,Healthy,Manage access and permissions
AI-T,rg-promptex-t-swe-001,storageaccounts,stpromptextswe001,Storage accounts should be migrated to new Azure Resource Manager resources,Low,Healthy,Implement security best practices
AI-T,rg-promptex-t-swe-001,storageaccounts,stpromptextswe001,Storage accounts should prevent shared key access,Medium,Healthy,Manage access and permissions
AI-T,rg-promptex-t-swe-001,storageaccounts,stpromptextswe001,Secure transfer to storage accounts should be enabled,High,Healthy,Encrypt data in transit
AI-T,rg-promptex-t-swe-001,vaults,kv-promptex-t-swe-001,Azure Key Vaults should use private link,Medium,Healthy,Restrict unauthorized network access
AI-T,rg-promptex-t-swe-001,vaults,kv-promptex-t-swe-001,Diagnostic logs in Key Vault should be enabled,Low,Healthy,Enable auditing and logging
AI-T,rg-promptex-t-swe-001,vaults,kv-promptex-t-swe-001,Key vaults should have soft delete enabled,High,Healthy,Implement security best practices
AI-T,rg-promptex-t-swe-001,vaults,kv-promptex-t-swe-001,Role-Based Access Control should be used on Azure Keyvault Services (AKV),High,Healthy,Manage access and permissions
AI-T,rg-promptex-t-swe-001,vaults,kv-promptex-t-swe-001,Firewall should be enabled on Key Vault,Medium,Healthy,Restrict unauthorized network access
AI-T,rg-promptex-t-swe-001,vaults,kv-promptex-t-swe-001,Key vaults should have deletion protection enabled,Medium,Healthy,Implement security best practices
AI-T,rg-promptex-t-swe-001,accounts,oai-promptex-t-swe-001,Microsoft Foundry resources should restrict network access,Medium,Healthy,Implement security best practices
AI-T,rg-promptex-t-swe-001,accounts,oai-promptex-t-swe-001,Diagnostic logs in Microsoft Foundry resources should be enabled,Low,Unhealthy,Enable auditing and logging
AI-T,rg-promptex-t-swe-001,accounts,oai-promptex-t-swe-001,Microsoft Foundry resources should use Azure Private Link,Medium,Healthy,Restrict unauthorized network access
AI-T,rg-promptex-t-swe-001,accounts,oai-promptex-t-swe-001,Microsoft Foundry resources should have key access disabled (disable local authentication),Medium,Healthy,Manage access and permissions
AI-T,rg-openai-t-swe-001,subnets,snet-openai-t-swe-001,Subnets should be associated with a network security group,Low,NotApplicable,Implement security best practices
AI-T,rg-openai-t-swe-001,subnets,snet-openai-flex-t-swe-001,Subnets should be associated with a network security group,Low,NotApplicable,Implement security best practices
AI-T,rg-openai-t-swe-001,subnets,snet-openai-apps-t-swe-001,Subnets should be associated with a network security group,Low,NotApplicable,Implement security best practices
AI-T,rg-openai-t-swe-001,virtualnetworks,vnet-openai-t-swe-001,Virtual networks should be protected by Azure Firewall,Low,Unhealthy,Restrict unauthorized network access
AI-T,rg-openai-t-swe-001,virtualnetworks,vnet-openai-t-swe-001,Network Watcher should be enabled,Low,Healthy,Implement security best practices
AI-T,rg-openai-t-swe-001,virtualnetworks,vnet-openai-t-swe-001,Azure DDoS Protection Standard should be enabled,Medium,NotApplicable,Protect applications against DDoS attacks
AI-T,rg-openai-t-swe-001,accounts,cog-openai-t-swe-001,Microsoft Foundry resources should restrict network access,Medium,Healthy,Implement security best practices
AI-T,rg-openai-t-swe-001,accounts,cog-openai-t-swe-001,Diagnostic logs in Microsoft Foundry resources should be enabled,Low,Healthy,Enable auditing and logging
